geo_id,total,tot_under_19,y_under_19,n_under_19,tot_19_64,y_19_64,n_19_64,tot_65_over,y_65_over,n_65_over
0500000US01061,25576,6596,1.5117032540073354,0.004367091656703569,13788,0.5772479594647583,0.14802038982447874,5192,1.9260400616332818,0
0500000US01069,103579,25228,0.390760035717007,0.005624933364965361,60493,0.1410393971609767,0.024268985627114506,17858,0.5580917019107733,0.001881419379404787
0500000US01071,51425,10959,0.8920090303986735,0.02048298529618909,30777,0.2683843238053003,0.05653363441025029,9689,1.0320982557539478,0
0500000US01073,652276,159323,0.05988736526148497,0.002878211585549045,394913,0.021969811368985022,0.003352221585108664,98040,0.10160695948214543,3.9222452438250746e-4
0500000US01077,91578,19718,0.49213023213474927,0.01502059452109823,54068,0.15586919611952516,0.029083086191638567,17792,0.5584806828547952,0.003569676857434916
0500000US01079,32621,8106,1.1959109039375815,0.037743179457434495,19038,0.44950213251956345,0.07576312643620925,5477,1.825817053131276,0
0500000US01081,159847,39729,0.24312062508120877,0.008584678349534526,101581,0.08842005667539563,0.010023549904575034,18537,0.5394616173059287,0
0500000US01083,91288,22007,0.4512830221411414,0.003117850308533691,55191,0.15642571542229858,0.02476324654613831,14090,0.7097232079488999,0
0500000US01087,20324,3214,3.028133372624203,0.0832543062805887,13730,0.6610157713344815,0.06731634811198597,3380,2.9585798816568047,0
0500000US01089,355634,84796,0.11195959855602344,0.005970492486006841,218280,0.04013104233813738,0.0056816752722712695,52558,0.18920529823026014,0.0010606936263554236
0500000US01091,20184,5346,1.8705574261129818,0,10244,0.8631637174382016,0.11301746178866276,4594,2.1767522855898997,0
0500000US01093,29446,6740,1.4491190377655874,0.03456048745696449,16763,0.5161955343559552,0.08035639548953788,5943,1.6826518593303044,0
0500000US01095,94754,24867,0.39104565827339016,0.011093723236241084,54578,0.1389605964389554,0.04426341323527231,15309,0.6532105297537396,0
0500000US01097,409996,103506,0.09344572214511888,0.0031670346032821746,242471,0.03439249572159822,0.006849549718887445,64019,0.15470793321700496,0.0014956938312150907
0500000US01099,24125,5617,1.6985365993116663,0.08177317458899235,14074,0.5802275065338575,0.13030254888748682,4434,2.1693401686113924,0.08595978628260853
0500000US01101,221441,56384,0.17387007576392013,0.0034852023291559358,132942,0.06393216860361815,0.011288604365044877,32115,0.3099072113298268,0.0014737632926237736
0500000US01103,116784,28282,0.34999370723941414,0.003588076227101692,68283,0.12621370643108692,0.020235629421174982,20219,0.49458430189425784,0
0500000US01107,17345,3748,2.610428158625191,0.057661489186975855,10044,0.8672513977130654,0.12836787747610234,3553,2.814522938361948,0
0500000US01109,33090,7026,1.390265379235954,0.03301956240936332,21242,0.4122134282274058,0.05855203641810785,4822,2.073828287017835,0
0500000US01111,22407,5121,1.7952581314649836,0.15748547329971074,13669,0.5611706487508954,0.17041176400790184,3617,2.764722145424385,0
0500000US01113,55810,15312,0.6335907311139719,0.019491818520301928,32754,0.24884778080518807,0.05645844133561914,7744,1.2913223140495869,0
0500000US01115,86113,20901,0.47695808858528654,0.001487918782781898,50805,0.1717801519732678,0.025050868595573858,14407,0.6941070313042271,0
0500000US01117,211902,53511,0.18186249483386102,0.00501496961270138,126677,0.07248491818330745,0.006456010319893611,31714,0.3138068878187881,0.0015112682006354415
0500000US01121,76760,18105,0.5493438998215403,0.00298970967859782,45230,0.19253547190376705,0.028556723541733706,13425,0.74487895716946,0
0500000US01123,40148,9287,1.0545126946110714,0.022261290529447576,22876,0.3800987502324047,0.057040609795572274,7985,1.2523481527864746,0
0500000US01125,206347,51296,0.1933203894055477,0.0016265850174092635,128745,0.06984137507546426,0.007831544261209022,26306,0.3787830421658589,0.00135837043963035
0500000US01127,63250,14421,0.6770362168358701,0.016396970876493732,37123,0.2258588863385356,0.04351589479445473,11706,0.8509058527698182,0.0033569184586116326
0500000US01133,23366,5051,1.8567295431775068,0.12307643583654995,13609,0.5844878353934959,0.15032001235431802,4706,2.124946876328092,0
0500000US02020,283558,75631,0.12161086417817663,0.010610050526111294,178013,0.04805635611230868,0.008119316450931089,29914,0.33083853327768975,0.003453102745576967
0500000US02090,92530,25499,0.3521691046092517,0.040003137439456014,57536,0.1502541408325404,0.02355008608625824,9495,1.05318588730911,0
0500000US02110,31352,7282,1.2616089712203045,0.11164013616777582,20341,0.40639866443501793,0.08521925012178849,3729,2.6068932297796237,0.07479086783367749
0500000US02122,57470,14102,0.6496321017601344,0.059487172101729165,33517,0.23859048917814632,0.0597655689416138,9851,1.015125367982946,0
